SEQUENTIAL
Electron number;;
100;;1.333;1.297;1.322;1.869;2.059;
400;;5.402;5.600;5.385;5.292;5.200;
800;;11.710;10.752;10.805;11.425;11.171;
2000;;27.040;26.710;27.610;28.957;29.551;
4000;;55.382;54.968;54.650;55.426;54.504;

PARALLEL M Only
Electron number;MPI Process Number;Multiplier=10;
100;3;.854;.687;.726;.734;.742;
100;4;.816;.844;.763;.774;.799;
100;5;.820;.834;.846;.899;.917;
100;6;.882;.868;.877;.895;.858;
100;7;.884;.869;.900;.898;.979;
100;8;.945;.930;.840;.912;.915;
100;9;1.098;1.044;.945;.945;.959;
100;10;.952;.913;.909;1.000;.901;
100;11;1.006;1.013;.916;.912;.931;
400;3;2.591;2.717;2.721;2.643;2.591;
400;4;2.775;2.834;2.692;2.859;2.608;
400;5;2.672;2.760;2.767;2.786;2.883;
400;6;2.359;2.626;2.841;2.737;2.416;
400;7;2.844;2.910;2.459;2.829;2.795;
400;8;2.433;2.916;2.868;2.398;2.386;
400;9;2.851;2.869;2.602;2.841;3.004;
400;10;2.970;3.032;2.968;2.960;2.984;
400;11;2.945;2.459;3.024;2.484;2.484;
800;3;5.041;4.337;4.790;4.844;4.844;
800;4;4.935;4.508;4.479;5.351;5.057;
800;5;4.521;4.528;4.627;4.521;4.966;
800;6;4.345;4.402;4.358;4.533;4.440;
800;7;4.617;5.011;4.543;5.096;4.649;
800;8;4.534;4.392;4.493;4.507;4.519;
800;9;4.586;4.527;4.612;4.614;5.208;
800;10;4.679;4.744;5.132;4.677;5.163;
800;11;4.421;4.369;4.407;4.559;4.499;
2000;3;12.203;10.934;11.529;11.728;11.551;
2000;4;11.608;11.982;11.582;10.881;10.914;
2000;5;10.913;11.165;10.283;11.039;11.293;
2000;6;10.666;11.713;10.581;11.692;11.104;
2000;7;10.759;10.876;11.709;10.951;10.810;
2000;8;10.767;11.233;11.835;11.202;10.940;
2000;9;10.800;11.242;13.021;12.745;12.023;
2000;10;11.953;11.045;11.230;10.637;10.850;
2000;11;10.715;12.085;12.342;12.148;11.157;
4000;3;21.949;23.983;23.684;21.208;24.179;
4000;4;22.990;22.957;23.274;21.329;24.304;
4000;5;21.674;22.904;23.630;22.890;23.106;
4000;6;22.216;21.967;21.785;21.851;21.874;
4000;7;22.437;21.729;22.076;22.335;21.690;
4000;8;25.954;21.400;21.618;21.962;22.513;
4000;9;23.901;22.005;20.082;21.866;21.024;
4000;10;21.017;21.258;20.734;20.346;21.155;
4000;11;20.861;20.732;20.870;21.484;20.866;

PARALLEL M+F
Electron number;MPI Process Number;Multiplier=10;
100;2;.105;.113;.122;.107;.137;
100;3;.870;.874;.826;.851;.889;
100;4;.775;.788;.787;.759;.799;
100;5;.735;.794;.791;.812;.767;
100;6;.804;.728;.713;.755;.771;
100;7;.821;.818;.784;.815;.824;
100;8;.809;.826;.814;.793;.821;
100;9;.828;.803;.815;.800;.802;
100;10;.852;.842;.823;.827;.811;
400;2;.086;.088;.097;.091;.111;
400;3;2.672;2.307;2.280;2.643;2.588;
400;4;2.559;2.450;2.658;2.338;2.184;
400;5;2.783;2.698;2.366;2.660;2.654;
400;6;2.553;2.373;2.393;2.729;2.553;
400;7;2.237;2.303;2.290;2.277;2.246;
400;8;2.354;2.289;2.378;2.330;2.286;
400;9;2.869;2.479;2.460;2.401;2.870;
400;10;2.921;2.898;2.902;2.482;2.490;
800;2;.100;.108;.102;.149;.107;
800;3;5.093;4.841;4.795;4.967;4.811;
800;4;4.426;4.611;4.544;4.717;4.891;
800;5;4.477;4.912;4.508;4.360;4.753;
800;6;4.405;4.466;4.585;4.446;4.702;
800;7;4.343;4.466;5.053;4.379;4.233;
800;8;4.650;4.544;4.430;4.422;4.443;
800;9;4.416;4.355;4.370;4.380;4.214;
800;10;5.154;4.509;4.402;4.391;4.394;
2000;2;.093;.097;.103;.088;.097;
2000;3;10.933;10.834;12.825;12.246;10.471;
2000;4;10.778;12.148;13.720;11.561;10.959;
2000;5;12.993;11.832;10.732;11.212;11.118;
2000;6;10.793;10.509;10.646;10.469;10.835;
2000;7;10.375;10.313;11.810;12.463;11.873;
2000;8;11.742;10.644;10.403;10.325;10.292;
2000;9;10.796;10.104;10.256;10.339;10.389;
2000;10;10.507;10.761;10.355;10.364;10.347;
4000;2;.097;.109;.101;.121;.138;
4000;3;20.515;21.776;21.611;21.944;21.823;
4000;4;21.411;22.831;21.452;19.580;22.206;
4000;5;21.153;20.160;21.395;19.751;21.437;
4000;6;20.767;24.000;21.061;24.852;23.654;
4000;7;23.231;24.121;22.989;23.504;22.058;
4000;8;21.417;20.985;20.703;33.506;20.215;
4000;9;20.742;20.392;20.363;20.743;20.651;
4000;10;20.336;20.776;20.255;20.264;20.788;

