SEQUENTIAL
Electron number;;
100;;1.323;1.280;1.285;1.320;1.319;
400;;5.153;5.042;5.210;5.049;5.133;
800;;10.125;10.252;10.216;10.120;10.222;
2000;;25.619;26.099;25.628;25.979;25.827;
4000;;51.666;53.119;52.806;52.177;52.693;

PARALLEL M Only
Electron number;Multiplier;MPI Processes=6;
100;1;.966;.833;1.029;.906;.900;
100;4;.869;.908;.855;.831;.842;
100;10;.848;.969;.865;.860;.846;
100;20;.859;.886;.946;.944;.924;
100;100;1.984;1.949;2.016;2.014;1.988;
400;1;2.901;2.759;2.496;2.886;2.865;
400;4;2.706;2.856;2.459;2.382;2.824;
400;10;2.967;2.963;2.804;2.873;2.500;
400;20;2.531;2.695;2.712;2.734;2.670;
400;100;2.842;2.402;2.485;2.872;2.799;
800;1;5.311;4.481;4.959;5.472;5.093;
800;4;4.507;5.028;5.207;5.195;4.514;
800;10;4.794;5.198;5.288;4.653;5.019;
800;20;5.338;5.157;4.945;5.218;5.151;
800;100;5.366;5.381;5.478;5.363;4.943;
2000;1;12.096;12.739;10.410;12.291;10.454;
2000;4;12.077;12.215;12.628;11.873;11.979;
2000;10;11.251;12.760;11.616;12.201;11.554;
2000;20;12.349;12.012;12.127;11.254;12.139;
2000;100;11.518;12.812;11.991;13.012;12.253;
4000;1;23.931;22.653;23.013;26.512;25.184;
4000;4;24.876;25.745;24.431;24.312;27.152;
4000;10;24.316;23.875;26.312;23.845;25.517;
4000;20;25.875;23.630;24.226;24.078;24.933;
4000;100;24.444;26.159;23.518;24.541;26.184;

PARALLEL M+F
Electron number;Multiplier;MPI Processes=6;
100;1;.844;.870;1.303;.988;.918;
100;4;1.218;.959;.934;1.369;.967;
100;10;.921;.930;.895;1.152;.912;
100;20;1.302;1.101;1.097;1.025;.973;
100;100;2.302;1.898;2.058;1.888;1.914;
400;1;2.420;2.645;2.801;2.893;2.822;
400;4;3.125;2.791;3.003;3.290;2.968;
400;10;2.834;2.706;3.071;3.518;3.123;
400;20;2.996;2.357;2.458;2.782;4.285;
400;100;2.757;3.157;2.644;3.159;3.093;
800;1;5.895;5.454;5.050;5.622;5.046;
800;4;4.815;5.056;4.984;4.792;5.171;
800;10;5.062;4.749;5.434;5.868;5.311;
800;20;5.101;4.892;4.786;5.071;4.831;
800;100;4.341;4.297;4.767;5.106;5.249;
2000;1;12.448;10.179;12.213;12.225;13.085;
2000;4;12.289;13.573;12.616;11.060;13.011;
2000;10;12.211;11.321;13.457;13.454;14.585;
2000;20;13.931;12.139;10.428;11.660;10.538;
2000;100;11.334;10.770;12.272;10.721;12.521;
4000;1;22.922;22.395;23.130;22.378;22.565;
4000;4;37.305;22.451;22.814;22.786;22.561;
4000;10;22.198;22.163;22.560;22.156;22.065;
4000;20;22.972;22.370;22.754;22.074;22.198;
4000;100;22.502;22.002;21.938;22.724;21.896;

